planet_name,star_name,planets_in_system,orbital_period,semi_major_axis,radius_earths,mass_earths,radius_jupiters,mass_jupiters,density,equilibrium_temperature,ra,dec_
HD 80653 b,HD 80653,2,0.71957926,0.01657,1.621,5.61,0.14461618,0.01765103,7.24,2438.0,140.3390845,14.3678691
K2-312 c,HD 80653,2,871.32,1.882,12.8,1681.31227303,1.14,5.29,4.41,229.0,140.3390845,14.3678691
XO-2 S d,XO-2 S,4,4696.0,5.46,13.0,1179.14338997,1.16,3.71,2.95,110.98,117.0309753,50.2169068
Kepler-1808 b,Kepler-1808,1,23.3404007,0.1467,3.02511302,9.4,0.26988297,0.0296,1.87,601.0,287.2924737,39.3832039
Kepler-249 d,Kepler-249,3,15.368459,0.097,1.57,3.09,0.14,0.00972,4.39,332.0,296.9853002,43.6586043
Kepler-1408 b,Kepler-1408,1,2.99793191,0.04218,0.89,0.64,0.07940048,0.00201,4.99,1616.0,282.6998783,45.4257884
HR 8799 b,HR 8799,4,170000.0,68.0,13.0,2000.0,1.2,7.0,5.0,1200.0,346.8701486,21.1340376
Kepler-500 b,Kepler-500,1,8.508324398,0.08361,2.58,7.18,0.23017218,0.0226,2.3,909.0,295.9513472,43.8519884
CoRoT-17 b,CoRoT-17,1,3.7681,0.0461,11.43,772.29,1.02,2.43,2.82,1626.0,278.699236,-6.612288
Kepler-1685 b,Kepler-1685,1,20.4905,0.1485,2.57673985,7.16,0.22988133,0.0225,2.3,625.0,296.1882618,43.9368118
Kepler-296 b,Kepler-296,5,10.864384,0.079,1.61,3.22,0.14363458,0.0101,3.0,495.0,286.5400278,49.4372614
TOI-1744.01,TOI-1744,1,22.341702927,0.164086,2.68,7.65,0.239094,0.0241,2.18,598.0,294.2910707,60.881302
TOI-4377 b,TOI-4377,1,4.378081,0.0579,15.10970598,304.1617855,1.348,0.957,0.881,1162.08,164.9324709,-82.2213501
HD 64114 b,HD 64114,1,45.791,0.246,4.41,17.8,0.393,0.05600478,1.14,518.51,117.982556,-11.0337221
TOI-858 B b,TOI-858 B,1,3.2797178,0.04435,14.06727078,349.6112477,1.255,1.1,0.69,1529.0,60.1998256,-54.5929177
HD 27969 b,HD 27969,1,654.5,1.552,12.9,1525.5763536,1.15,4.8,3.91,261.0,66.7068364,42.90872
Kepler-1947 b,Kepler-1947,1,6.963630199,0.07375,1.0101666,1.01,0.09012118,0.00317,5.38,1298.0,296.1040313,42.3425818
Kepler-81 d,Kepler-81,3,20.837846,0.128,1.21,1.92,0.108,0.00606,5.96,418.0,293.6369437,42.8248275
Kepler-900 b,Kepler-900,1,6.9913086,0.0679,2.08,4.98,0.18556517,0.0157,3.04,716.0,296.177272,46.9989635
TOI-1296 b,TOI-1296,1,3.9443736,0.051,14.11645916,95.3,1.2593883,0.29984733,0.19,1414.84,256.7706392,70.2384806
HD 24040 b,HD 24040,2,3668.0,4.92,12.9,1589.142035,1.15,5.0,4.07,143.81,57.5962104,17.4752873
Kepler-638 b,Kepler-638,1,6.07972888,0.06695,1.83,4.01,0.16326166,0.0126,3.6,1111.0,284.9194213,41.6172093
Kepler-375 b,Kepler-375,2,12.125934,0.101,1.45,2.7,0.129,0.00849,4.87,851.0,288.6178715,48.0983639
Kepler-1590 b,Kepler-1590,1,7.61760804,0.07116,1.14,1.55,0.10170399,0.00489,5.75,1020.0,291.4079141,48.0178915
Kepler-666 b,Kepler-666,1,4.49876092,0.0542,2.4,6.35,0.21411366,0.02,2.52,1133.0,298.4568899,48.7915925
Kepler-586 b,Kepler-586,1,2.104722184,0.0331,2.79,8.2,0.24890713,0.0258,2.07,1365.0,293.0571982,45.5511266
HD 180053 b,HD 180053,1,213.72,0.843,13.3,697.31902,1.19,2.194,1.63,542.98,288.4008374,34.9146658
Kepler-1827 b,Kepler-1827,1,3.700619936,0.04647,1.85644292,4.1,0.16562103,0.0129,3.52,1329.0,292.2525301,40.7927895
Kepler-83 b,Kepler-83,3,9.77,0.07295,2.83,2.94,0.252,0.00925027,0.52,460.0,282.2325197,43.6655662
TOI-1410 c,TOI-1410,2,47.56,0.239,5.63,27.0,0.502,0.0849515,0.831,397.45,334.8828486,42.5603141
Kepler-578 b,Kepler-578,1,1.616883696,0.0266,2.0,4.66,0.17842805,0.0147,3.2,1774.0,288.7549882,39.563696
TOI-3807 b,TOI-3807,1,2.8989727,0.0421,18.49481816,330.54154328,1.65,1.04,0.289,1646.0,139.1125648,69.0741284
Kepler-239 b,Kepler-239,2,11.763051,0.095,2.33,6.04,0.208,0.019,2.62,616.0,294.2020505,40.6633313
Kepler-1812 b,Kepler-1812,1,7.165219784,0.0765,2.3249424,6.01,0.20741783,0.0189,2.63,1034.0,298.0845087,40.2832525
HD 191939 c,HD 191939,6,28.579743,0.1752,3.195,8.0,0.2850393,0.02517081,1.35,600.0,302.0256247,66.8503014
Kepler-931 b,Kepler-931,1,8.03755877,0.0719,1.33,2.33,0.11865465,0.00733,5.44,744.0,297.1326937,42.7682885
Kepler-501 c,Kepler-501,2,3.622760057,0.0467,1.68119739,3.47,0.14998664,0.0109,4.01,1304.0,297.2014919,41.7301534
Kepler-1664 b,Kepler-1664,1,14.3868,0.1137,3.03320653,9.45,0.27060456,0.0297,1.86,776.0,286.8527157,49.2616668
WASP-105 b,WASP-105,1,7.87288,0.075,10.76064,572.094,0.96,1.8,2.65,900.0,24.1678686,-50.659308
Kepler-58 b,Kepler-58,4,10.2184954,0.09291,2.78,35.5,0.248,0.11169549,10.1,920.0,296.3586251,39.1152033
GJ 887 b,GJ 887,4,9.2619,0.0683,1.8,3.9,0.161,0.01227077,3.67,426.0,346.5027573,-35.8473489
TOI-1759 b,TOI-1759,1,18.85019,0.1177,3.14,10.8,0.28013252,0.0339806,1.91,443.0,326.8516615,62.7538164
HIP 70849 b,HIP 70849,1,3649.0,3.99,12.9,1430.2278315,1.15,4.5,3.66,78.85,217.3270762,-46.464684
KOI-142 b,KOI-142,3,10.91647,0.09586,3.438,9.5,0.30671782,0.03,1.29,758.0,291.1481028,40.669413
Barnard c,Barnard's star,4,4.1244,0.0274,0.743,0.335,0.0663,0.00105403,4.49,400.0,269.4486144,4.7379808
HATS-62 b,HATS-62,1,3.2768837,0.04163,11.825495,56.89157,1.055,0.179,0.076,1237.0,312.4493079,-24.303506
Kepler-1350 c,Kepler-1350,2,1.766789062,0.0222,1.73,3.64,0.15434026,0.0115,3.86,730.0,288.250611,46.6794847
TOI-1410.01,TOI-1410,2,1.21687,0.0207,3.10083009,12.5,0.27663801,0.0393294,2.3,1236.7,334.8828486,42.5603141
TOI-5110 b,TOI-5110,1,30.158577,0.2157,11.98240037,921.7023803,1.069,2.9,2.95,976.0,94.4042694,31.6103309
GJ 229 A c,GJ 229,2,121.93268,0.384,2.87,8.58136699,0.256,0.027,1.99,188.1,92.6435993,-21.8677233
Kepler-341 c,Kepler-341,4,8.01041,0.08,1.7,3.53,0.152,0.0111,3.95,940.0,289.8615609,43.4727412
TOI-791 c,TOI-791,2,232.0157,0.863,12.94637271,18.6,1.155,0.05852214,0.047,362.8,118.4347574,-69.7017359
Kepler-590 b,Kepler-590,1,5.85296257,0.0647,4.02,15.2,0.35864038,0.0479,1.29,1056.0,296.3855467,48.2334177
HD 180902 b,HD 180902,1,510.9,1.4,13.5,535.54355,1.2,1.685,1.2,412.37,289.8239604,-23.5582432
Qatar-7 b,Qatar-7,1,2.032046,0.0352,19.0553,597.5204,1.7,1.88,0.502,2053.0,358.5151344,37.0218242
TOI-5624 e,TOI-5624,5,21.489936,0.1439,3.247,8.9,0.28967844,0.02800253,1.46,613.8,180.8443476,49.2512257
Kepler-764 b,Kepler-764,1,7.33683936,0.0724,1.64,3.33,0.146311,0.0105,4.15,875.0,297.3931183,47.1645814
TOI-7166 b,TOI-7166,1,12.92063621,0.06191,2.01,4.7,0.1793205,0.0148,3.18,249.0,320.6806363,8.8893975
TOI-6695 b,TOI-6695,2,80.389,0.402,9.52763359,66.74396547,0.85,0.21,0.41,599.0,129.5720221,-23.550217
GJ 3998 b,GJ 3998,3,2.65033,0.03,1.39,2.5,0.124,0.00786588,5.12,733.5,259.0020507,11.0561751
Kepler-656 b,Kepler-656,2,1.260259094,0.02231,3.12,9.91,0.27834776,0.0312,1.79,1569.0,288.3278778,47.381538
Kepler-751 b,Kepler-751,1,17.44490636,0.1263,2.46,6.62,0.2194665,0.0208,2.44,679.0,294.8438103,44.0776872
Kepler-276 d,Kepler-276,3,48.648,0.24666,2.8,16.3,0.25,0.051,0.76,489.0,293.568197,39.0363123
WASP-37 b,WASP-37,1,3.577469,0.0446,13.002,572.07,1.16,1.8,1.53,1232.5,221.9438866,1.0650227
Kepler-122 f,Kepler-122,5,56.268,0.28575,1.75,36.0,0.156,0.113,36.9,543.0,291.1118647,39.9490248
Kepler-397 c,Kepler-397,2,135.498527,0.48,6.18,31.6,0.551,0.0995,0.736,295.0,295.8940373,42.3805156
Kepler-1503 b,Kepler-1503,1,96.16987,0.3771,2.27,5.77,0.20251584,0.0182,2.71,321.0,293.7271604,42.8067119
TOI-1776 b,TOI-1776,1,2.799868,0.0378,1.21612741,1.4,0.10849581,0.00440489,4.13,1269.21,164.7772913,40.9837182
Kepler-1781 b,Kepler-1781,1,4.88752985,0.0574,2.38091029,6.26,0.21241095,0.0197,2.55,1003.0,291.7114906,42.3415097
HAT-P-40 b,HAT-P-40,1,4.45724,0.0608,17.03768,152.5584,1.52,0.48,0.15,1770.0,335.5129199,45.4573423
HD 81688 b,HD 81688,1,183.93,0.648,13.5,525.68818518,1.2,1.654,1.17,958.66,142.1665753,45.6009241
K2-19 d,K2-19,3,2.50827,0.03478,1.044,6.2,0.0931396,0.01950738,31.0,1258.0,174.9602543,0.603596
Kepler-1309 b,Kepler-1309,1,28.8432647,0.1679,2.37,6.21,0.21143724,0.0195,2.56,491.0,298.7351131,40.7641262
HD 169830 c,HD 169830,2,1818.82339,3.075,12.6,2437.42605328,1.13,7.669,6.7,241.03,276.9561859,-29.8167919
TOI-2525 b,TOI-2525,2,23.2856,0.1511,8.67575106,26.69758619,0.774,0.084,0.225,512.97,86.8509737,-60.5213081
Kepler-57 c,Kepler-57,2,11.6,0.09588,2.196,6.86,0.19591434,0.02158397,3.528714,671.0,293.6413146,44.6570692
Kepler-1300 b,Kepler-1300,1,22.2419092,0.16005,1.37,2.45,0.12222321,0.00771,5.24,954.0,289.0330532,40.0869182
K2-104 b,K2-104,1,1.9741954,0.0242,1.79,3.86,0.15969338,0.0121,3.7,798.0,129.6366594,19.7737202
KOI-134 b,KOI-134,2,67.1277,0.363,12.03844527,346.43296363,1.074,1.09,1.09,659.0,295.586598,45.3649371
TOI-1768.01,TOI-1768,1,7.337703649,0.076381,3.453,11.8,0.30805656,0.037,1.57,1566.0,152.1027826,55.5399599
HD 150706 b,HD 150706,1,5894.0,6.7,13.3,772.32302901,1.18,2.43,1.8,108.81,247.8255687,79.7894032
HR 8799 e,HR 8799,4,20815.6,16.4,13.11453,3178.3,1.17,10.0,7.74,1150.0,346.8701486,21.1340376
Kepler-770 b,Kepler-770,3,18.92540274,0.1694,2.3,5.9,0.20519226,0.0186,2.66,1171.0,286.4904589,38.374872
HD 95089 b,HD 95089,2,464.4,1.36,13.7,400.4658,1.22,1.26,0.856,458.34,164.698748,1.7290087
HIP 10090 c,HIP 10090,2,321.82,0.9,13.9,270.15414595,1.24,0.85,0.553,338.35,32.4351198,-30.7470844
Kepler-1600 c,Kepler-1600,2,7.298049927,0.06961,1.94206512,4.43,0.17325974,0.0139,3.32,786.0,291.3993802,38.7877563
TOI-1782.01,TOI-1782,2,4.987641028,0.05024,2.368,6.2,0.21125917,0.0195,2.57,697.84,213.0787718,74.4117909
Kepler-855 b,Kepler-855,1,7.886631104,0.0762,8.35,52.7,0.7449371,0.166,0.497,996.0,295.0949565,43.537565
Kepler-24 e,Kepler-24,4,18.998355,0.138,2.78,26.2118,0.248,0.08247155,0.31,792.0,290.4132621,38.3437283
Kepler-1435 b,Kepler-1435,1,4.45343281,0.05456,0.86,0.566,0.07672406,0.00178,4.89,1331.0,291.1732806,44.9210836
Kepler-1771 b,Kepler-1771,1,88.64399719,0.3815,4.05537256,15.5,0.36179673,0.0487,1.28,391.0,292.0134714,49.0191267
Kepler-338 b,Kepler-338,4,13.726976,0.117,2.44,30.6,0.218,0.096,11.6,1005.0,282.9790593,40.7844188
HD 5583 b,HD 5583,1,139.35,0.53,12.8,1837.0574,1.14,5.78,4.81,964.55,14.486946,34.9853306
HD 188641 b,HD 188641,1,14583.81038,12.027,11.9,9333.03117155,1.06,29.365,30.4,114.36,299.4048303,-37.7448845
K2-39 b,K2-39,1,4.60543,0.05708,6.27704,28.6047,0.56,0.09,0.93,1670.0,338.3682095,-9.0229405
Kepler-1872 b,Kepler-1872,1,3.825910091,0.0465,2.38421141,6.28,0.21270546,0.0197,2.55,1005.0,281.0491988,43.3225996
K2-130 b,K2-130,1,2.49412,0.032,1.25,2.1,0.11151753,0.0066,5.91,1013.11,290.2705419,-19.6908744
HD 89839 b,HD 89839,1,3391.2,4.713,12.8,1748.0562385,1.14,5.5,4.58,159.03,155.168879,-53.6640291
Kepler-106 e,Kepler-106,4,43.8445,0.24006,2.56,11.17,0.228,0.035,3.1,531.0,300.864006,44.3375497
Kepler-430 c,Kepler-430,2,110.979,0.4757,1.75,3.71,0.16,0.0117,3.8,458.0,292.8085984,49.5794242
Ross 508 b,Ross 508,1,10.77,0.05366,1.83,4.0,0.163,0.01258541,3.59,293.86,230.9613022,17.4605347
Kepler-869 b,Kepler-869,1,40.4287755,0.2244,3.61,12.7,0.32206263,0.0399,1.48,494.0,289.4245955,50.9941198
GJ 2126 b,GJ 2126,1,272.7,0.71,13.6,413.1769291,1.22,1.3,0.903,203.08,257.3606793,-35.391719
WASP-46 b,WASP-46,1,1.43036763,0.02335,13.159366,607.0553,1.174,1.91,1.467,1636.0,318.7370122,-55.8718634
Kepler-932 b,Kepler-932,1,1.921437396,0.02876,1.37,2.45,0.12222321,0.00771,5.24,1276.0,296.9520797,43.2720233
HD 1605 b,HD 1605,2,577.2,1.492,13.8,296.85322,1.23,0.934,0.621,362.48,5.1317548,30.9750611
Kepler-1206 b,Kepler-1206,1,1.216997663,0.0201,1.64,3.33,0.146311,0.0105,4.15,1314.0,295.9383737,49.7911337
Kepler-520 b,Kepler-520,2,19.67416124,0.14628,1.66,3.39,0.14809528,0.0107,4.07,711.0,293.1802903,41.6177408
Kepler-1250 b,Kepler-1250,1,2.607543834,0.0393,1.92,4.35,0.17129093,0.0137,3.38,1431.0,287.7938184,45.9802492
TOI-2141 b,TOI-2141,3,18.261608,0.1322,3.147,20.1,0.28075702,0.06324167,3.54,728.0,258.7623456,18.3403449
GJ 317 b,GJ 317,2,695.69,1.138,13.3,794.5,1.18,2.5,1.86,100.32,130.2445254,-23.452809
Kepler-1851 b,Kepler-1851,1,12.02289963,0.1016,3.90012032,14.5,0.34794603,0.0455,1.34,776.0,285.6737597,45.6398375
Kepler-350 b,Kepler-350,3,11.189562,0.104,1.85,16.9,0.165,0.05317335,4.9,1037.0,285.4195845,39.7061009
K2-414 c,K2-414,2,6.669,0.0552,1.9287,4.38,0.17206739,0.0138,3.35,762.62,351.6361913,-4.6066569
K2-148 b,K2-148,3,4.38395,0.0454,1.33,2.33,0.11865465,0.00733,5.44,733.87,14.5176494,-0.193258
Kepler-633 b,Kepler-633,2,8.50340718,0.08185,1.63,3.29,0.14541886,0.0104,4.17,1021.0,295.2173259,40.5921599
Kepler-61 b,Kepler-61,1,59.87756,0.24861,2.15,5.27,0.192,0.0166,2.91,273.0,295.3044942,42.4753193
TOI-4562 b,TOI-4562,2,225.1064,0.768,12.53,732.0,1.118,2.3,2.06,318.0,112.0100593,-63.5177788
Kepler-1154 c,Kepler-1154,2,8.45808312,0.0875,2.36,6.17,0.2105451,0.0194,2.58,1117.0,297.4771158,39.8772345
Kepler-241 c,Kepler-241,2,36.065978,0.189,2.57,7.13,0.229,0.0224,2.31,397.0,292.9131121,41.0609786
Kepler-863 b,Kepler-863,1,15.59461874,0.122,2.9,8.75,0.25872067,0.0275,1.97,718.0,297.6644677,43.2489903
CoRoT-35 b,CoRoT-35,1,3.22748,0.0429,18.83108758,349.6112477,1.68,1.1,0.29,1747.0,289.3143526,-2.7747085
Kepler-1127 b,Kepler-1127,1,5.12330347,0.0556,1.96,4.5,0.17485949,0.0142,3.28,994.0,293.2173563,42.7205846
Kepler-1234 b,Kepler-1234,1,11.94014029,0.096,2.81,8.3,0.25069141,0.0261,2.06,625.0,287.5220359,51.3759464
HAT-P-27 b,HAT-P-27,1,3.039577,0.04,11.43,197.05,1.02,0.62,0.76,1091.99,222.7673221,5.9473626
Kepler-1934 b,Kepler-1934,1,1.419759989,0.02466,0.91307734,0.702,0.08145944,0.00221,5.07,1700.0,290.9193265,37.2871677
Kepler-1344 b,Kepler-1344,1,4.7683049,0.05501,1.84,4.04,0.1641538,0.0127,3.56,1219.0,287.0862799,46.9457998
Kepler-1124 b,Kepler-1124,1,2.852348975,0.0305,1.28,2.18,0.11419395,0.00687,5.71,621.0,286.5942529,37.8912836
Kepler-117 c,Kepler-117,2,50.790391,0.2804,12.341,584.78,1.101,1.84,1.74,704.0,288.7930651,48.040176
K2-97 b,K2-97,1,8.407115,0.0854,13.45077684,174.48779544,1.2,0.549,0.392,1566.0,127.762837,10.8475571
Kepler-1581 b,Kepler-1581,1,6.28385491,0.06865,0.8,0.437,0.07137122,0.00137,4.69,1108.0,287.3713199,39.6036225
TOI-206 b,TOI-206,1,0.7363104,0.0112,1.3,2.24,0.11597843,0.00705,5.6,910.0,73.7382202,-62.521874
BD+48 740 b,BD+48 740,1,733.0,1.7,13.5,540.311,1.2,1.7,1.21,538.94,40.7425426,48.9300579
HD 4308 b,HD 4308,1,15.56,0.12,4.12,15.8915,0.368,0.05,1.25,799.37,11.1652594,-65.6527159
Kepler-1403 b,Kepler-1403,1,5.19492202,0.064,2.14,5.22,0.19091801,0.0164,2.93,1238.0,290.8676391,38.9600779
TOI-707 b,TOI-707,1,52.79918,0.275,2.416,6.42,0.2155,0.0202,2.5,491.7,98.7295889,-67.5372743
Kepler-546 b,Kepler-546,1,4.147020258,0.0502,7.0,39.1,0.62449817,0.123,0.626,1258.0,283.257573,40.9904095
Kepler-299 d,Kepler-299,4,15.054786,0.118,1.86,4.12,0.166,0.013,3.52,729.0,283.2070156,48.5805222
TOI-283 b,TOI-283,1,17.61745,0.123,2.34,6.54,0.20876118,0.02057714,2.81,661.0,118.5693065,-65.441482
Kepler-236 b,Kepler-236,2,8.295611,0.065,1.57,3.09,0.14,0.00972,4.39,469.0,283.8664285,39.8981928
HIP 8541 b,HIP 8541,2,1852.14387,3.729,12.6,2451.7283316,1.13,7.714,6.73,305.12,27.5271962,-54.4651633
HD 92788 c,HD 92788,2,11611.2975,10.5,13.0,1166.4361,1.16,3.67,2.92,91.27,160.7021351,-2.1847173
Kepler-310 b,Kepler-310,3,13.930698,0.111,1.19,1.81,0.106,0.0057,5.9,665.0,288.839278,46.9867472
Kepler-1886 b,Kepler-1886,1,24.2758007,0.16,2.58158428,7.18,0.23031392,0.0226,2.29,580.0,296.2645118,39.4059745
HD 207832 c,HD 207832,2,1155.7,2.112,14.0,232.0159,1.25,0.73,0.465,179.84,328.1517893,-26.0271749
HAT-P-49 b,HAT-P-49,1,2.69155,0.04378,17.82231,699.226,1.59,2.2,0.75,2131.0,305.4413294,26.6926759
TOI-6019 b,TOI-6019,1,14.547952,0.1212,12.3,149.0,1.09733439,0.46880643,0.44,1095.0,355.0913498,35.9408402
16 Cyg B b,16 Cyg B,1,798.5,1.66,13.5,565.7374,1.2,1.78,1.26,228.76,295.4656422,50.5168243
Kepler-522 b,Kepler-522,1,38.58422849,0.25029,6.91,38.2,0.61646891,0.12,0.636,761.0,288.153973,44.0688154
Kepler-1467 b,Kepler-1467,1,47.0569043,0.2388,3.3,10.9,0.29440628,0.0343,1.67,411.0,295.0485389,45.3426781
Kepler-758 c,Kepler-758,4,4.75793986,0.05768,1.69,3.5,0.1507717,0.011,3.98,1372.0,293.0846115,41.1354049
Kepler-19 b,Kepler-19,3,9.28699,0.0846,2.209,6.1,0.19707412,0.01919275,3.1,851.0,290.4209694,37.8516556
Kepler-1102 b,Kepler-1102,1,51.3285623,0.2731,2.66,7.56,0.23730931,0.0238,2.21,546.0,281.3225917,48.0664955
HD 72659 c,HD 72659,2,35500.0,21.5,12.1,6165.8710958,1.08,19.4,19.1,71.91,128.5128072,-1.5686323
HD 174205 b,HD 174205,1,582.0,1.7,13.0,1334.8793094,1.16,4.2,3.34,821.72,280.7932014,70.7928237
Kepler-617 b,Kepler-617,1,1.682696148,0.0219,1.32,2.3,0.11776251,0.00724,5.5,750.0,283.7407247,47.5161237
Kepler-371 c,Kepler-371,2,67.968015,0.313,1.78,3.82,0.159,0.012,3.72,443.0,292.3264835,38.6575441
Kepler-265 e,Kepler-265,4,67.831024,0.319,2.59,7.22,0.231,0.0227,2.28,476.0,290.5104788,41.244743
Kepler-1610 c,Kepler-1610,2,44.9851885,0.2323,2.09,5.02,0.18645763,0.0158,3.02,433.0,295.9049795,45.4054296
Qatar-2 b,Qatar-2,1,1.33711647,0.02153,14.056,792.635,1.254,2.494,1.573,1344.0,207.6554928,-6.8040714
HD 222076 b,HD 222076,1,871.0,1.83,13.5,495.8148,1.21,1.56,1.11,346.88,354.531982,-70.9032461
HD 98736 b,HD 98736,1,968.8,1.864,13.3,740.5439,1.19,2.33,1.73,179.53,170.4549045,18.1896082
HD 40979 b,HD 40979,1,264.14999,0.85,12.9,1484.2661,1.15,4.67,3.8,354.69,91.1253346,44.2597855
TOI-286 b,TOI-286,2,4.5117244,0.0503,1.42,4.53,0.12668413,0.01425297,8.63,979.0,90.9842762,-60.6663348
Kepler-750 c,Kepler-750,2,4.08899022,0.05009,1.62,3.26,0.14452672,0.0102,4.21,1537.0,289.0968274,44.004364
Kepler-282 b,Kepler-282,4,9.220524,0.082,1.01,1.01,0.09,0.00317,5.39,817.0,284.6772402,44.7976401
Kepler-278 c,Kepler-278,2,51.111,0.287,3.268,34.9,0.29155193,0.10980768,5.5,492.0,290.1072124,38.7022694
GJ 180 d,GJ 180,3,106.3,0.309,2.66,7.56,0.237,0.0237863,2.21,187.94,73.460097,-17.776194
HD 1461 c,HD 1461,2,13.5052,0.1117,2.23,5.59,0.199,0.01758802,2.77,892.87,4.6762645,-8.0536206
Kepler-1248 b,Kepler-1248,1,7.46725407,0.0806,1.18,1.76,0.10527255,0.00553,5.89,1035.0,288.0592191,51.3544564
K2-275 b,K2-275,2,3.2809626,0.0277,2.34,6.08,0.20876118,0.0191,2.61,1166.0,132.1698795,20.4550162
HD 74156 b,HD 74156,2,51.63564,0.28,13.5,532.36258173,1.2,1.675,1.19,679.63,130.6047813,4.5772338
Kepler-267 c,Kepler-267,3,6.87745,0.06,2.13,5.18,0.19,0.0163,2.95,484.0,299.8305655,47.1575741
K2-86 b,K2-86,1,8.77683,0.077,1.96,4.5,0.17485949,0.0142,3.28,830.49,51.5531053,18.6355718
Kepler-377 c,Kepler-377,2,27.014976,0.182,2.06,4.9,0.184,0.0154,3.08,677.0,295.4220717,38.7356737
Proxima Cen d,Proxima Cen,2,5.12338,0.02881,0.692,0.26,0.0618,0.00081805,4.31,282.0,217.3934657,-62.6761821
HD 15906 b,HD 15906,2,10.924709,0.09,2.24,5.65,0.19983976,0.0178,2.76,668.0,38.2712534,-10.352178
HD 196050 b,HD 196050,1,1392.0,2.65,12.9,1493.7935129,1.15,4.7,3.82,207.52,309.4637796,-60.6347649
TOI-1279 b,TOI-1279,1,9.61419,0.085,2.66146528,10.6,0.23744044,0.03335133,3.05,759.0,185.0628734,56.2014094
K2-326 b,K2-326,1,1.256,0.0198,2.28,5.82,0.20340798,0.0183,2.7,1114.0,351.612262,1.3375909
Kepler-606 b,Kepler-606,1,24.31575992,0.17,3.31,11.0,0.29529842,0.0345,1.67,683.0,292.42737,44.3812406
Kepler-1575 b,Kepler-1575,1,2.55314213,0.0366,1.31,2.27,0.11687037,0.00714,5.55,1312.0,293.7432102,45.7615507
Kepler-729 b,Kepler-729,1,3.166353714,0.0432,3.58,12.5,0.31938621,0.0394,1.5,1273.0,286.3600604,45.4142664
Kepler-1995 b,Kepler-1995,1,73.7578875,0.3259,4.28,16.9,0.38183668,0.0533,1.18,375.0,284.342725,46.3165907
Kepler-1434 b,Kepler-1434,1,8.05333618,0.0917,1.11,1.41,0.09902757,0.00444,5.67,1320.0,295.5384415,51.2030002
Kepler-82 c,Kepler-82,5,51.54,0.2626,5.34,13.9,0.47640289,0.04373407,0.494,450.0,292.8733696,42.9661583
Kepler-1538 b,Kepler-1538,1,175.138819,0.6095,2.82,8.35,0.25158355,0.0263,2.05,346.0,283.345611,45.2743573
K2-187 b,K2-187,4,0.77401,0.0164,1.2,1.87,0.10705701,0.00588,5.95,1815.0,132.5235618,23.1924709
Kepler-464 b,Kepler-464,1,7.256965224,0.07931,3.3,10.9,0.29440628,0.0343,1.67,1163.0,294.8351052,48.9823204
61 Vir b,61 Vir,3,4.215,0.050201,2.11,5.1,0.188,0.016,2.98,1177.85,199.596455,-18.3157745
Kepler-1782 b,Kepler-1782,1,5.756229877,0.05825,2.22927435,5.6,0.19888288,0.0176,2.78,773.0,280.926162,44.0878036
Kepler-1580 b,Kepler-1580,1,56.6449279,0.33571,2.11,5.1,0.18824159,0.016,2.98,733.0,285.9687099,41.3635264
Kepler-198 d,Kepler-198,3,1.31184443,0.02342,1.53,2.96,0.13649746,0.0093,4.54,1562.0,290.6731326,38.6910045
Kepler-1737 b,Kepler-1737,1,64.61750031,0.297,5.395,25.1,0.48131049,0.079,0.878,383.0,297.0148111,47.486417
Kepler-134 c,Kepler-134,2,10.105785,0.092,1.26,2.13,0.112,0.00669,5.85,892.0,284.7391156,49.5984448
TOI-1860 b,TOI-1860,1,1.0662107,0.0204,1.31,2.27,0.11687057,0.00714,5.55,1885.0,226.4567308,64.0476821
Kepler-132 c,Kepler-132,4,6.414914,0.068,1.28,2.18,0.114,0.00687,5.71,1069.0,283.23581,41.343037
GJ 3942 b,GJ 3942,1,6.905,0.0608,2.57,7.14,0.229,0.02246484,2.31,590.0,242.2645452,52.9441443
Kepler-26 b,Kepler-26,4,12.28,0.08551,2.78,5.12,0.24801499,0.01610924,1.26,431.0,284.9410627,46.5664505
Kepler-1589 b,Kepler-1589,1,0.991665274,0.0205,1.09,1.32,0.09724329,0.00416,5.6,2102.0,294.4418236,40.5716114
GJ 581 c,GJ 581,3,12.9211,0.0718,2.5,6.81,0.223,0.02142666,2.39,346.13,229.8564725,-7.7226935
HD 196885 A b,HD 196885 A,1,1333.0,2.37,13.2,819.97,1.18,2.58,1.96,224.21,309.9664609,11.2500236
TOI-5592 b,TOI-5592,1,2.6085846,0.03935,17.14974047,285.72773789,1.53,0.899,0.22,1789.0,106.6800684,65.857249
Kepler-188 c,Kepler-188,2,5.996553,0.066,3.19,10.3,0.285,0.0324,1.74,1025.0,281.2797173,44.3154743
HIP 65407 c,HIP 65407,2,67.3,0.316,13.9,249.17872,1.24,0.784,0.51,457.04,201.087663,48.8847322
KOI-1831 d,Kepler-324,4,34.169,0.19924,1.13,2.23,0.10081202,0.00701636,9.95,475.0,286.4714473,49.6490933
Kepler-279 c,Kepler-279,4,35.736,0.2236,4.3,49.4,0.384,0.155,0.3,774.0,287.391295,42.194822
TOI-1444 b,TOI-1444,1,0.4702743,0.0116,1.41792246,3.58,0.12649879,0.01126394,6.84,2130.02,305.4749252,70.9437054
Kepler-329 c,Kepler-329,2,18.684737,0.113,1.93,4.38,0.172,0.0138,3.35,402.0,299.2681646,45.2272852
