planet_name,star_name,planets_in_system,orbital_period,semi_major_axis,radius_earths,mass_earths,radius_jupiters,mass_jupiters,density,equilibrium_temperature,ra,dec_
Kepler-665 b,Kepler-665,1,16.01310205,0.1148,2.6,7.27,0.23195646,0.0229,2.27,593.0,297.0255947,48.4785669
TOI-332 b,TOI-332,1,0.777038,0.0159,3.2,57.2,0.28548537,0.17997133,9.6,1871.0,348.0589516,-44.8764852
K2-133 b,K2-133,4,3.07133,0.03194,1.34,2.36,0.11954679,0.00742,5.39,665.21,70.1493775,25.0098135
K2-43 b,K2-43,2,3.471149,0.03784,4.51,18.5,0.40235525,0.0583,1.11,939.3,169.117028,-3.9754405
Kepler-223 e,Kepler-223,4,19.72567,0.14481,4.6,4.8,0.41038451,0.01510241,0.28,751.0,298.3183909,47.2794824
Kepler-1069 b,Kepler-1069,1,23.8990296,0.16587,1.6,3.19,0.14274244,0.01,4.28,823.0,290.9792378,47.9889097
WASP-91 b,WASP-91,1,2.798581,0.037,11.54527,425.8922,1.03,1.34,1.59,1160.0,357.846434,-70.1528621
Kepler-68 c,Kepler-68,4,9.605027,0.09008,0.979,1.3,0.08734068,0.00409026,7.5,1052.0,291.0323102,49.0402129
TOI-5301 b,TOI-5301,1,5.858858,0.073,13.09208946,1182.32167404,1.168,3.72,2.88,1648.0,12.9908008,13.0783712
Kepler-253 d,Kepler-253,3,18.119869,0.13,3.17,10.2,0.283,0.032,1.76,563.0,291.8419337,44.858124
Kepler-1651 b,Kepler-1651,1,9.87863917,0.0692,1.84,4.04,0.1641538,0.0127,3.56,393.0,283.6282602,48.3908081
K2-62 b,K2-62,2,6.67199,0.0636,2.02,4.74,0.18021264,0.0149,3.16,666.0,334.3645089,-12.1874776
K2-166 b,K2-166,2,8.52695,0.0858,2.19,5.43,0.19537871,0.0171,2.84,1140.0,185.1880932,2.2823788
TOI-2096 c,TOI-2096,2,6.38784,0.04,1.914,4.32,0.17075594,0.0136,3.39,349.0,151.6186989,74.8272107
Kepler-369 b,Kepler-369,2,2.732756,0.03,1.13,1.51,0.101,0.00474,5.75,687.0,293.6743322,47.9084727
HD 183579 b,HD 183579,1,17.471291,0.1322,3.49,20.4,0.31135748,0.06418558,2.65,752.0,293.2866147,-54.5327284
Kepler-657 b,Kepler-657,1,24.54350418,0.17337,3.52,12.2,0.31403337,0.0383,1.54,616.0,291.1973006,47.3077545
Kepler-240 c,Kepler-240,2,7.953528,0.074,2.2,102.3,0.196,0.322,52.8,696.0,291.1587635,40.7502108
Kepler-403 c,Kepler-403,3,54.280749,0.297,1.75,3.71,0.156,0.0117,3.8,604.0,289.9214256,46.7445267
GJ 887 d,GJ 887,4,50.77,0.212,2.34,6.1,0.209,0.01919275,2.62,241.0,346.5027573,-35.8473489
HD 219666 b,HD 219666,1,6.034468,0.06356,4.898,17.6,0.437,0.055,0.87,1076.0,349.5592665,-56.9039857
HAT-P-34 b,HAT-P-34,1,5.452654,0.06774,13.417173,1058.3739,1.197,3.33,2.5,1520.0,303.1954355,18.1047776
HD 170469 b,HD 170469,1,1145.0,2.24,14.1,209.7678,1.25,0.66,0.411,209.6,277.2955423,11.6954244
Kepler-292 b,Kepler-292,5,2.580827,0.035,1.32,2.3,0.118,0.00724,5.5,1130.0,295.7661979,42.4242822
Kepler-769 b,Kepler-769,2,7.42608998,0.0778,2.92,8.85,0.26050495,0.0279,1.95,1037.0,292.7130925,38.3581685
BD+15 2375 b,BD+15 2375,1,153.22,0.576,13.8,337.21763,1.23,1.061,0.705,883.68,176.4820239,14.6163182
Kepler-1331 b,Kepler-1331,1,0.789161653,0.0142,1.05,1.16,0.09367473,0.00364,5.51,1244.0,297.0737928,41.2244613
K2-49 b,K2-49,1,2.77065,0.0309,1.93,4.38,0.17218307,0.0138,3.35,768.28,177.3202331,3.4755183
KELT-17 b,KELT-17,1,3.0801716,0.04881,17.093725,416.3573,1.525,1.31,0.46,2087.0,125.617407,13.7353093
Kepler-1369 b,Kepler-1369,1,25.873148,0.1741,2.69,7.7,0.23998573,0.0242,2.17,667.0,285.7972604,40.9361923
HD 142245 b,HD 142245,1,1299.0,2.78,13.1,975.7381,1.17,3.07,2.39,306.3,238.2342443,15.4306118
HD 4203 c,HD 4203,2,6700.0,6.95,13.3,689.66,1.19,2.17,1.61,124.96,11.1722288,20.4483925
Kepler-1136 b,Kepler-1136,1,2.361724329,0.0299,1.64,3.33,0.146311,0.0105,4.15,922.0,284.1078441,44.2458047
Kepler-289 e,Kepler-289,4,330.0716,0.9342,2.94,17.4,0.26228968,0.05474652,2.92,286.0,297.4653351,42.8828517
K2-8 b,K2-8,2,10.35239,0.0856,3.58,12.5,0.31938621,0.0394,1.5,631.0,169.7935178,-0.2844389
HATS-33 b,HATS-33,1,2.5495551,0.03727,13.78707,378.85336,1.23,1.192,0.79,1429.0,294.6336944,-55.3302692
Kepler-539 b,Kepler-539,2,125.63243,0.4988,8.373123,308.2951,0.747,0.97,2.9,387.6,299.1224639,41.8667953
Kepler-80 d,Kepler-80,6,3.07222,0.0372,1.53,6.75,0.13649746,0.02123777,7.04,722.0,296.1125759,39.9787451
pi Men d,HD 39091,3,124.64,0.506,3.72,13.38,0.332,0.04209819,1.43,443.55,84.2992798,-80.4646041
K2-254 c,K2-254,2,12.11839,0.0923,2.19,5.43,0.19537871,0.0171,2.84,551.0,185.5507926,-4.7172908
Kepler-1504 b,Kepler-1504,1,82.304003,0.3704,2.13,5.18,0.19002587,0.0163,2.95,485.0,289.7119947,50.1282265
HD 206255 b,HD 206255,1,96.045,0.461,6.47,34.2,0.577,0.10760469,0.694,596.48,325.5917768,-50.0935884
HD 38283 b,HD 38283,1,363.20001,1.02,14.0,127.132,1.25,0.4,0.255,348.58,84.2605324,-73.6998131
Kepler-341 b,Kepler-341,4,5.195528,0.06,1.18,1.76,0.105,0.00553,5.89,1085.0,289.8615609,43.4727412
Kepler-676 b,Kepler-676,1,11.59822172,0.0798,3.04,9.48,0.27121063,0.0298,1.85,396.0,296.2220259,50.2873626
K2-199 b,K2-199,2,3.2253993,0.0382,1.73,6.9,0.15434053,0.02170983,7.2,913.0,208.9014508,-6.1360833
Kepler-598 c,Kepler-598,2,86.4945,0.36672,3.02420941,9.4,0.26980189,0.0296,1.87,367.0,293.1234493,40.9348005
Kepler-25 b,Kepler-25,3,6.238297,0.0695,2.748,8.7,0.24516014,0.0275,2.32,1185.0,286.6383905,39.4879038
Kepler-1669 b,Kepler-1669,3,9.51216,0.0745,2.78043818,8.15,0.24805408,0.0256,2.08,530.0,297.4303826,39.8478795
Kepler-284 c,Kepler-284,2,37.514456,0.213,2.61,7.32,0.233,0.023,2.26,478.0,293.1465698,47.7297053
HD 55696 b,HD 55696,1,1827.0,3.18,12.9,1357.12729789,1.16,4.27,3.47,200.43,108.0622029,-38.174639
24 Sex b,24 Sex,2,452.8,1.333,13.4,632.46,1.19,1.99,1.44,471.32,155.8684866,-0.9023998
Kepler-895 b,Kepler-895,1,2.806242328,0.0328,1.54,2.99,0.1373896,0.0094,4.5,771.0,289.2906978,51.4089936
Kepler-288 d,Kepler-288,3,56.633742,0.287,2.67,7.61,0.238,0.0239,2.2,570.0,288.9163997,39.5947523
Kepler-787 b,Kepler-787,1,0.928310498,0.0159,1.28,2.18,0.11419395,0.00687,5.71,1115.0,291.6924773,38.5729105
Kepler-295 c,Kepler-295,3,21.526258,0.142,1.17,1.71,0.104,0.00537,5.87,621.0,285.3458383,45.3677754
HD 8673 b,HD 8673,1,1644.69097,2.97,12.3,4210.59073594,1.1,13.248,12.4,219.11,21.5378455,34.5793389
Kepler-646 b,Kepler-646,1,15.87364565,0.11251,1.99,4.62,0.17753591,0.0145,3.22,632.0,290.4714596,44.3870422
WASP-150 b,WASP-150,1,5.644207,0.0694,11.99363,2688.8418,1.07,8.46,8.54,1460.0,264.2630197,53.0212751
Kepler-230 b,Kepler-230,2,32.625555,0.191,4.26,16.8,0.38,0.0529,1.19,506.0,285.7185682,48.5058038
HD 11506 b,HD 11506,3,1617.7,2.885,12.9,1551.00262616,1.15,4.88,3.97,193.57,28.2106607,-19.507396
Kepler-1880 b,Kepler-1880,1,6.309219837,0.054,2.11686218,5.13,0.18885412,0.0161,2.97,606.0,287.8264561,40.6965988
HD 9174 b,HD 9174,1,1179.0,2.2,13.7,352.7913,1.23,1.11,0.754,234.3,22.5043352,-19.6052945
Kepler-149 d,Kepler-149,3,160.018032,0.571,3.96,14.9,0.353,0.0467,1.32,306.0,285.8537014,38.3840916
GJ 4274 b,GJ 4274,2,1.6339,0.0153,1.53,2.97,0.137,0.00934467,4.56,548.53,335.7805478,-17.6104078
Kepler-523 b,Kepler-523,1,5.835983111,0.06159,1.96,4.5,0.17485949,0.0142,3.28,884.0,284.0611224,45.5068127
GJ 724 b,GJ 724,1,5.101284,0.04685,3.27,10.75,0.292,0.03382328,1.69,611.0,280.238365,-13.3824997
TOI-1994 b,TOI-1994,1,4.0337142,0.0613,13.67495645,7024.0077947,1.22,22.1,15.0,2290.0,147.1745753,-51.756564
TOI-3682 b,TOI-3682,1,3.3462406,0.048,12.80065596,69.28659273,1.142,0.218,0.181,1657.0,50.2752271,25.2972658
Kepler-896 c,Kepler-896,2,29.5422566,0.1792,3.15,10.1,0.28102466,0.0317,1.78,515.0,282.4391402,43.7344291
HD 34445 c,HD 34445,6,214.67,0.7181,8.42,53.5,0.752,0.168,0.492,390.12,79.4207483,7.3527156
TOI-1842 b,TOI-1842,1,9.5739181,0.1,12.3485023,89.4,1.10166148,0.28128386,0.26,1199.55,201.9626552,9.0306437
Kepler-385 b,Kepler-385,3,10.043686,0.097,2.73,12.8,0.244,0.04,3.46,951.0,294.3385109,50.3365178
TOI-4588 b,TOI-4588,1,13.11881173651,0.1376,2.92922558,8.9,0.26132845,0.028,1.95,1768.0,282.0004201,48.542256
Kepler-1715 b,Kepler-1715,1,35.59730148,0.22429,4.14042267,16.0,0.36938441,0.0504,1.24,646.0,293.9297337,41.6029048
HD 151450 c,HD 151450,2,18144.76236,14.131,12.8,1636.18063924,1.15,5.148,4.29,84.59,252.0080127,-15.964345
Kepler-1885 b,Kepler-1885,1,2.522559881,0.036,1.51110555,2.89,0.13481204,0.0091,4.6,1205.0,288.7507112,47.4909206
HD 27631 b,HD 27631,1,2198.14,3.242,13.5,495.81231492,1.21,1.56,1.11,147.61,64.9392168,-41.9606604
Kepler-635 b,Kepler-635,1,23.44971004,0.18332,2.64,7.46,0.23552502,0.0235,2.23,802.0,289.7732613,40.8007019
TOI-1803 c,TOI-1803,2,12.885779,0.097,4.29,8.0,0.38272882,0.02517081,0.419035,588.0,178.0461054,35.1718001
HD 204313 c,HD 204313,3,34.95875,0.211,4.31,17.16273398,0.385,0.054,1.18,634.95,322.0510568,-21.7274194
HD 141399 b,HD 141399,4,94.44,0.415,14.3,143.34133,1.28,0.451,0.269,493.71,236.7235392,46.986288
Kepler-83 d,Kepler-83,3,5.169796,0.051,1.94,4.1,0.173,0.01290004,0.56,569.0,282.2325197,43.6655662
Kepler-31 c,Kepler-31,3,42.6318,0.26,5.3,1493.7,0.473,4.7,0.73,615.0,294.0230229,45.8530535
Kepler-143 c,Kepler-143,2,27.082511,0.181,3.37,11.3,0.301,0.0355,1.62,703.0,298.0676519,49.412541
HD 108341 b,HD 108341,1,1129.0,2.0,13.3,715.11391575,1.19,2.25,1.67,155.23,186.8791724,-71.4224896
Kepler-1116 b,Kepler-1116,1,41.6977827,0.233,2.54,6.99,0.22660362,0.022,2.34,488.0,291.9336573,44.1154992
ups Leo b,ups Leo,1,385.2,1.18,14.2,162.09248757,1.27,0.51,0.311,719.08,174.2372188,-0.8235643
Kepler-342 b,Kepler-342,4,15.170318,0.128,2.25,5.69,0.201,0.0179,2.74,905.0,292.6780488,46.7266813
Kepler-58 c,Kepler-58,4,15.5741568,0.12307,2.86,53.0,0.255,0.16675665,10.0,799.0,296.3586251,39.1152033
HD 238914 b,HD 238914,1,4100.0,5.7,12.8,1906.98,1.14,6.0,5.0,343.67,279.5842102,59.2538819
TOI-3693 b,TOI-3693,1,9.088516,0.0813,12.59889431,324.18497514,1.124,1.02,0.89,801.0,15.6543938,51.3038918
TOI-2537 c,TOI-2537,2,1920.0,2.78,12.7,2297.89938261,1.13,7.23,6.16,123.1,54.3882661,10.0577464
Kepler-622 b,Kepler-622,1,14.28226676,0.0978,2.13,5.18,0.19002587,0.0163,2.95,446.0,284.4784454,40.9331723
TOI-1408 c,TOI-1408,2,2.1664,0.03587,2.22,7.6,0.19805548,0.02391227,3.8,1864.0,313.5110469,72.5806455
Kepler-227 c,Kepler-227,2,54.418694,0.29,3.04,9.48,0.271,0.0298,1.85,443.0,291.9342748,48.141676
HD 165131 b,HD 165131,1,2342.6,3.54,12.1,5943.3912109,1.08,18.7,18.4,155.2,271.3444007,-21.6737039
Kepler-1268 b,Kepler-1268,1,40.9903986,0.2383,2.03,4.78,0.18110447,0.015,3.14,627.0,287.838419,43.1531776
K2-47 b,K2-47,1,31.6372,0.1779,1.89,4.23,0.16861451,0.0133,3.44,503.72,168.5825696,2.7805614
Kepler-44 b,Kepler-44,1,3.2467293,0.0446,12.22,317.82,1.09,1.0,0.93,1544.0,300.1023512,45.7621918
Kepler-1535 b,Kepler-1535,1,138.9442,0.5329,2.55,7.04,0.22749576,0.0221,2.33,384.0,286.613685,38.8919507
K2-266 c,K2-266,4,7.814,0.0679,0.705,0.29013072,0.06289589,0.00091285,4.55,664.5,157.9356855,0.9372782
Kepler-1460 b,Kepler-1460,1,29.9633247,0.1614,1.96,4.5,0.17485949,0.0142,3.28,391.0,285.5577888,44.0108221
TOI-2346 b,TOI-2346,1,3.3312029,0.0473,16.11851425,394.10722468,1.438,1.24,0.52,1689.0,88.0929073,-13.3724686
Kepler-260 c,Kepler-260,2,76.050178,0.332,1.74,3.68,0.155,0.0116,3.84,372.0,291.9259658,38.0140525
Kepler-41 b,Kepler-41,1,1.8555582,0.03101,14.46,177.98,1.29,0.56,0.33,1790.0,294.5132465,45.9816453
Kepler-94 c,Kepler-94,2,820.3,1.596806621,12.5,3126.0,1.11,9.836,8.79,159.05,281.1947316,47.4972606
HAT-P-37 b,HAT-P-37,1,2.797436,0.0379,13.204,371.528,1.178,1.169,0.89,1271.0,284.2960393,51.2691212
Kepler-478 b,Kepler-478,1,13.2217576,0.1032,2.71,7.8,0.24177001,0.0245,2.15,640.0,292.4870063,46.196187
Kepler-1015 b,Kepler-1015,1,16.00494214,0.1345,3.55,12.3,0.31670979,0.0388,1.51,1040.0,292.7573088,43.4268439
Kepler-1789 b,Kepler-1789,1,80.23190308,0.3543,2.83137505,8.4,0.2525988,0.0264,2.03,380.0,282.8631419,41.7966332
TOI-6564 b,TOI-6564,1,3.985413,0.0542,16.39873876,222.16205649,1.463,0.699,0.277,1445.0,205.8178791,-56.1564491
HD 133131 B b,HD 133131 B,3,5769.0,6.15,13.3,794.575,1.18,2.5,1.86,112.28,225.8999745,-27.8415947
GJ 2030 b,GJ 2030,2,2.38129,0.034,2.03,4.76742611,0.181,0.015,3.13,2147.31,50.8237604,-7.7950429
Kepler-19 c,Kepler-19,3,28.731,0.1765736996,3.68,13.1,0.328,0.041217,1.44,589.64,290.4209694,37.8516556
HD 79181 b,HD 79181,1,273.1,0.9,14.1,203.41018048,1.26,0.64,0.399,821.87,137.9944736,-19.7474341
HD 85390 b,HD 85390,1,799.52,1.373,6.16,31.46517,0.55,0.099,0.74,190.89,147.5105663,-49.7905254
Kepler-1727 b,Kepler-1727,1,9.029299736,0.0796,3.17321625,10.2,0.28309588,0.0321,1.75,757.0,290.3336142,38.7282722
TOI-1238 c,TOI-1238,2,3.294736,0.037,2.11,8.32,0.18824192,0.02617765,4.9,695.0,201.3823387,68.8360678
Kapteyn c,Kapteyn,1,121.54,0.311,2.54,7.0,0.227,0.022,2.35,165.59,77.9586613,-45.0430198
Kepler-1218 b,Kepler-1218,1,22.9221266,0.15698,1.44,2.67,0.1284682,0.00839,4.91,684.0,291.5788505,44.5316825
HD 27894 d,HD 27894,3,5019.54244,5.362,12.7,2063.65984665,1.13,6.493,5.54,95.87,65.1975693,-59.4096776
Kepler-1541 b,Kepler-1541,1,8.40691199,0.07555,1.16,1.65,0.10348827,0.00521,5.81,1048.0,283.7870875,48.0296019
Kepler-531 b,Kepler-531,1,29.88485741,0.17446,2.78,8.15,0.24801499,0.0256,2.08,453.0,286.5246582,48.6835481
Kepler-727 b,Kepler-727,1,5.154484417,0.0546,2.53,6.94,0.22571148,0.0218,2.35,964.0,294.8469333,45.0344155
KELT-3 b,KELT-3,1,2.70339,0.04123,17.48604,616.5902,1.56,1.94,0.75,1816.0,148.6431193,40.3879446
Kepler-892 b,Kepler-892,1,13.7521072,0.1015,2.81,8.3,0.25069141,0.0261,2.06,556.0,283.1296399,43.8880983
Kepler-1891 b,Kepler-1891,1,4.02229023,0.0473,1.52139156,2.93,0.1357297,0.00921,4.57,1017.0,290.0438524,44.3705375
TOI-201 d,TOI-201,3,5.84889,0.0698,1.39,5.8,0.12400771,0.01824884,11.0,1237.0,87.4017825,-54.910423
Kepler-876 b,Kepler-876,1,5.14438011,0.0549,1.43,2.63,0.12757605,0.00829,4.94,923.0,283.4781717,43.3837235
HD 81040 b,HD 81040,1,1002.7,1.946,12.6,2301.07766668,1.13,7.24,6.32,189.77,140.9455027,20.3646078
Kepler-1456 b,Kepler-1456,1,18.1373829,0.1132,1.14,1.55,0.10170399,0.00489,5.75,433.0,286.9453381,43.8228023
GJ 1252 b,GJ 1252,1,0.5182331,0.00915,1.193,1.32,0.10643251,0.00415318,4.2,1090.0,306.9286462,-56.4622865
Kepler-357 b,Kepler-357,3,6.475434,0.063,1.84,4.04,0.164,0.0127,3.56,793.0,291.2429746,44.0086337
Kepler-224 b,Kepler-224,4,3.132924,0.038,1.39,2.51,0.124,0.0079,5.14,937.0,290.9342679,47.3575414
Kepler-1366 b,Kepler-1366,1,2.164570968,0.0273,1.43,2.63,0.12757605,0.00829,4.94,783.0,285.0648845,41.5548464
Kepler-23 d,Kepler-23,3,15.27,0.12012,2.206,4.44,0.19680648,0.0139698,2.260583,896.0,294.2189131,49.4792536
Kepler-1510 b,Kepler-1510,1,84.703921,0.4089,3.36,11.2,0.29975912,0.0354,1.62,537.0,298.9591432,48.2578295
TOI-2196 b,TOI-2196,1,1.1947268,0.02234,3.51,26.0,0.31314176,0.08180515,3.31,1860.0,312.3400744,-70.4850723
Kepler-1814 b,Kepler-1814,2,2.935359955,0.03765,2.36961357,6.21,0.21140313,0.0195,2.56,1022.0,285.2166767,41.2824449
HD 66428 b,HD 66428,2,2269.81726,3.395,12.4,3478.94974302,1.11,10.946,10.0,159.02,120.8691654,-1.1636019
HIP 8923 b,HIP 8923,1,5160.0,5.9,12.5,3171.92750186,1.11,9.98,8.92,136.48,28.7250931,-11.5113361
TOI-1411 b,TOI-1411,1,1.4520527,0.02122,1.19880592,2.0,0.10695049,0.0062927,6.36,976.4,232.946047,47.0555507
Kepler-1004 b,Kepler-1004,1,5.28789787,0.06791,6.28,32.5,0.56026407,0.102,0.721,1661.0,297.3593427,49.7975464
TYC 4282-00605-1 b,TYC 4282-00605-1,1,101.54,0.422,12.4,3426.2074,1.11,10.78,9.87,1285.1,343.8721029,62.2391907
Kepler-165 c,Kepler-165,2,15.31299,0.11,2.23,5.6,0.199,0.0176,2.77,581.0,280.69092,47.8096702
Kepler-1500 b,Kepler-1500,1,15.0330105,0.1236,1.2,1.87,0.10705683,0.00588,5.95,928.0,288.883474,39.7446547
Kepler-1911 b,Kepler-1911,1,5.990799904,0.0636,1.011,1.01,0.09019553,0.00318,5.37,987.0,299.303559,41.4410233
Kepler-371 b,Kepler-371,2,34.763278,0.2,1.89,4.23,0.169,0.0133,3.44,554.0,292.3264835,38.6575441
TOI-3023 b,TOI-3023,1,3.9014971,0.0505,16.43236571,197.05361234,1.466,0.62,0.245,1596.0,165.3158231,-72.3567044
Kepler-46 d,Kepler-46,3,6.766589,0.067,1.64,3.33,0.146,0.0105,4.15,845.0,289.2687388,42.6041819
HD 13167 b,HD 13167,1,2613.0,4.1,13.1,1052.0173,1.17,3.31,2.57,208.79,32.057635,-24.695575
HD 148164 c,HD 148164,2,5062.0,6.15,12.8,1640.0028,1.15,5.16,4.3,135.77,246.4351678,11.9190729
HD 207832 b,HD 207832,2,160.07,0.586,14.2,177.9848,1.26,0.56,0.342,340.28,328.1517893,-26.0271749
Kepler-1598 b,Kepler-1598,1,4.34195123,0.05207,0.95,0.809,0.08475332,0.00254,5.18,1236.0,288.469107,46.7836464
K2-224 b,K2-224,2,4.47904,0.0516,1.56,3.05,0.13917388,0.00961,4.41,1002.0,189.7041426,-10.0605942
Kepler-256 c,Kepler-256,4,3.38802,0.045,2.15,5.27,0.192,0.0166,2.91,1315.0,292.58042,46.0973588
Kepler-1066 b,Kepler-1066,1,1.931559839,0.0298,2.36,6.17,0.2105451,0.0194,2.58,1290.0,298.866621,46.5022325
Kepler-1464 b,Kepler-1464,2,31.7785901,0.20066,1.66,3.39,0.14809528,0.0107,4.07,564.0,287.2356828,38.7540824
HD 187085 b,HD 187085,1,1019.74,2.1,13.9,265.70588,1.24,0.836,0.544,229.38,297.3915731,-37.7809929
Kepler-262 c,Kepler-262,2,21.853722,0.152,1.64,3.33,0.146,0.0105,4.15,618.0,290.7287168,37.2526575
TOI-1811 b,TOI-1811,1,3.7130765,0.04389,11.14172682,308.9292116,0.994,0.972,1.23,962.2,188.9223576,27.2143766
Kepler-1012 b,Kepler-1012,1,5.50860439,0.06066,1.29,2.21,0.11508609,0.00696,5.66,934.0,289.2962253,46.4579889
Kepler-1221 b,Kepler-1221,1,12.00096042,0.0906,1.88,4.19,0.16772237,0.0132,3.47,632.0,285.8223636,45.7118423
TIC 393818343 b,TIC 393818343,1,16.24921,0.1291,12.18416202,1379.37528638,1.087,4.34,4.22,805.5,310.2917002,3.6382967
Kepler-805 b,Kepler-805,1,30.8638931,0.19852,2.89,8.7,0.25782853,0.0274,1.98,743.0,293.2300178,45.053364
Kepler-363 b,Kepler-363,3,3.614568,0.048,1.16,1.65,0.103,0.00521,5.81,1347.0,283.1920779,41.3054172
17 Sco b,17 Sco,1,578.38,1.45,12.9,1373.01871824,1.15,4.32,3.51,847.51,243.4620874,-11.8377905
TOI-733 b,TOI-733,1,4.884765,0.0618,1.992,5.72,0.17771464,0.01799713,3.98,1055.8,159.4093183,-40.888259
Kepler-114 d,Kepler-114,3,11.776,0.08358,2.53,3.9,0.226,0.012,0.22,446.0,294.121482,48.3497977
Kepler-264 c,Kepler-264,2,140.101261,0.566,2.83,8.4,0.252,0.0264,2.04,511.0,292.044628,37.3761861
Kepler-1084 b,Kepler-1084,1,2.05333679,0.0324,1.11,1.41,0.09902757,0.00444,5.67,1737.0,290.1019809,48.251146
Kepler-1242 b,Kepler-1242,1,13.62798432,0.1039,2.26,5.73,0.2016237,0.018,2.73,639.0,284.6062174,41.196344
Kepler-319 c,Kepler-319,3,6.941357,0.069,2.63,7.41,0.235,0.0233,2.24,876.0,288.8119782,39.7706431
Kepler-85 d,Kepler-85,4,17.91323,0.13,1.2,8.69679,0.107,0.02736316,4.4,626.0,290.9734395,45.2902761
K2-214 b,K2-214,1,8.59656,0.0834,2.51,6.85,0.22392759,0.0215,2.38,1001.0,14.8759777,4.2277722
HD 93385 b,HD 93385,3,7.3426,0.0756,1.88,4.2,0.168,0.01321468,3.47,1141.0,161.5627065,-41.464604
TOI-2257 b,TOI-2257,1,35.189346,0.145,2.194,5.45,0.19573591,0.0171,2.84,256.0,194.7396141,77.6617157
Kepler-1802 b,Kepler-1802,2,15.45020008,0.0662,1.671,3.43,0.14907689,0.0108,4.04,581.0,300.2420869,44.1412854
TOI-469.01,TOI-469,3,13.6308205,0.111,3.41,9.1,0.30422035,0.0286318,1.3,716.0,93.0578446,-14.6493167
Kepler-1437 b,Kepler-1437,1,10.9295461,0.0951,1.37,2.45,0.12222321,0.00771,5.24,770.0,291.8649164,49.325869
Kepler-1099 b,Kepler-1099,1,2.168452593,0.0337,2.83,8.4,0.25247569,0.0264,2.04,1558.0,288.7499866,48.2771163
Kepler-87 b,Kepler-87,2,114.73635,0.481,13.49,324.2,1.204,1.02,0.729,478.0,297.9168433,46.9651146
TOI-3980 b,TOI-3980,1,3.6089254,0.0494,14.4595851,187.51876013,1.29,0.59,0.25,1621.0,12.8419374,59.5758606
Kepler-330 b,Kepler-330,2,8.25978,0.075,1.35,2.39,0.12,0.00752,5.34,714.0,288.4474035,44.8017616
Kepler-226 c,Kepler-226,3,5.349555,0.058,2.27,45.2,0.203,0.142,21.2,919.0,292.3760942,47.8809596
BD+03 2562 b,BD+03 2562,1,481.9,1.3,12.7,2034.112,1.13,6.4,5.46,985.04,177.5647268,2.7601075
Kepler-587 b,Kepler-587,1,10.94027841,0.0952,2.23,5.6,0.19894727,0.0176,2.77,764.0,288.6706571,47.3991249
Kepler-154 d,Kepler-154,5,20.54981883,0.14354,3.84,14.1,0.34258185,0.0444,1.37,657.0,289.7805393,49.8965624
Kepler-279 e,Kepler-279,4,98.3531,0.439,4.13,56.0,0.36845456,0.1761957,7.3,552.0,287.391295,42.194822
K2-197 b,K2-197,1,8.357881,0.0806,2.56,7.08,0.2283879,0.0223,2.32,848.0,202.3934779,-7.3739779
HD 28192 b,HD 28192,1,14.23283,0.118,12.2,99.7981198,1.08,0.314,0.302,859.98,66.7032517,-1.7244842
Kepler-20 g,Kepler-20,6,34.94,0.2055,4.71,19.96,0.42,0.06280087,1.05,524.0,287.6979913,42.3385782
TYC 3667-1280-1 b,TYC 3667-1280-1,1,26.468,0.21,12.8,1716.282,1.14,5.4,4.5,1350.0,12.8875757,58.4261485
Kepler-215 b,Kepler-215,4,9.360672,0.084,1.62,3.26,0.145,0.0102,4.21,784.0,294.9735313,45.2136867
Kepler-1172 b,Kepler-1172,1,26.0204423,0.168,3.2,10.3,0.28548488,0.0325,1.73,675.0,290.4744875,37.7665499
Kepler-195 c,Kepler-195,2,34.096863,0.197,1.55,3.02,0.138,0.00951,4.46,469.0,288.1209339,47.9666141
K2-240 c,K2-240,2,20.523,0.1159,1.8,3.89,0.16058524,0.0123,3.67,389.0,227.849371,-17.8754464
HD 190228 b,HD 190228,1,1143.59858,2.406,12.9,1598.67688721,1.15,5.03,4.09,267.99,300.7537294,28.3065564
Kepler-442 b,Kepler-442,1,112.3053,0.409,1.34,2.36,0.12,0.00742,5.39,241.0,285.3666029,39.2800704
Kepler-1495 b,Kepler-1495,1,85.273256,0.3677,2.94,8.96,0.26228923,0.0282,1.94,443.0,286.1306907,38.7795494
HD 164509 b,HD 164509,1,280.17,0.87,14.3,140.79869,1.28,0.443,0.265,319.12,270.3800811,0.1044685
TOI-815 b,TOI-815,2,11.197259,0.0903,2.94,7.6,0.26228968,0.02391227,1.64,686.0,155.8719377,-43.8349248
Kepler-232 b,Kepler-232,2,4.431222,0.054,3.08,9.69,0.275,0.0305,1.82,1104.0,295.8161668,51.1217249
HD 141399 d,HD 141399,4,1069.8,2.09,13.7,375.0394,1.22,1.18,0.801,220.0,236.7235392,46.986288
Kepler-159 c,Kepler-159,2,43.595792,0.218,3.41,11.5,0.304,0.0363,1.59,275.0,297.0702037,40.868734
HIP 67851 b,HIP 67851,2,89.23,0.42,13.7,365.50266805,1.22,1.15,0.781,840.72,208.465364,-35.3146536
KOI-3680 b,KOI-3680,1,141.241671,0.534,11.09691,613.4119,0.99,1.93,2.46,347.0,293.2815266,45.3096572
Kepler-1463 b,Kepler-1463,1,25.15864,0.1694,1.86,4.12,0.16593809,0.013,3.52,619.0,294.4872785,42.0069064
