star_name,star_temperature,star_radius,star_mass,star_surface_gravity
WASP-163,5500.0,1.015,0.97,4.411
HD 104067,4952.0,0.78,0.82,4.56
TOI-150,6255.0,1.526,1.351,4.13
Kepler-514,6106.0,1.44,1.28,4.23
Kepler-358,5908.0,0.954,0.94,4.504
Kepler-1377,5218.0,0.82,0.86,4.55
Kepler-1720,5573.0,0.839,0.939,4.562
Kepler-665,4913.0,0.74,0.79,4.6
TOI-332,5251.0,0.87,0.88,4.46
K2-133,3655.0,0.455,0.461,4.77
K2-43,3840.6,0.542,0.571,4.68275
Kepler-223,5803.0,1.72,1.125,4.46
Kepler-1069,5722.0,0.98,0.99,4.46
WASP-91,4920.0,0.86,0.84,4.3
Kepler-68,5847.0,1.2564,1.057,4.281
TOI-5301,6240.0,2.19,1.483,3.926
Kepler-253,5208.0,0.786,0.86,4.595
Kepler-1651,3713.0,0.503,0.522,4.843
K2-62,4455.0,0.696,0.67,4.57
K2-166,5960.0,1.61,1.16,4.09
TOI-2096,3300.0,0.235,0.231,5.05
Kepler-369,3591.0,0.471,0.5,4.785
HD 183579,5784.0,0.96,0.996,4.45
Kepler-657,5808.0,1.01,1.01,4.44
Kepler-240,4985.0,0.739,0.868,4.626
Kepler-403,6090.0,1.329,1.299,4.266
GJ 887,3688.0,0.468,0.495,4.156
HD 219666,5540.0,1.059,1.02,4.4
HAT-P-34,6442.0,1.53,1.392,4.21
HD 170469,5842.0,1.24,1.1,4.3
Kepler-292,5299.0,0.826,0.865,4.536
Kepler-769,6186.0,1.28,1.19,4.3
BD+15 2375,4649.0,8.95,1.08,2.61
Kepler-1331,4508.0,0.69,0.72,4.63
K2-49,4175.0,0.45,0.51,4.81
KELT-17,7454.0,1.645,1.635,4.22
Kepler-1369,5761.0,0.99,0.99,4.45
HD 142245,4922.0,4.63,3.5,3.65
HD 4203,5582.0,1.49795,0.99,4.08271
Kepler-1136,4512.0,0.68,0.72,4.63
Kepler-289,5990.0,0.985,1.061,4.47
K2-8,4870.0,0.74,0.78,4.52
HATS-33,5659.0,1.022,1.062,4.445
Kepler-539,5820.0,0.952,1.048,4.502
Kepler-80,4540.0,0.678,0.73,4.639
HD 39091,5998.0,1.19,1.07,4.36
K2-254,4629.0,0.67,0.71,4.64
Kepler-1504,5393.0,0.81,0.85,4.55
HD 206255,5635.0,2.221489,1.42,3.7475
HD 38283,5981.0,1.49,1.37,4.23
Kepler-341,6012.0,1.024,0.976,4.437
Kepler-676,3701.0,0.49,0.51,4.77
K2-199,4491.0,0.682,0.711,4.64
Kepler-598,5245.0,0.900316,0.9,4.48352
Kepler-25,6354.0,1.316,1.165,4.285
Kepler-1669,4303.0,0.714145,0.67,4.55657
Kepler-284,5615.0,0.814,0.766,4.58
HD 55696,6012.0,1.52,1.29,4.15
24 Sex,5098.0,4.9,1.54,3.5
Kepler-895,4315.0,0.61,0.65,4.67
Kepler-288,5918.0,1.091,0.842,4.353
Kepler-787,4248.0,0.62,0.65,4.67
Kepler-295,5603.0,0.898,0.89,4.444
HD 8673,6389.05,1.50225,1.28,4.19179
Kepler-646,5634.0,0.91,0.93,4.49
WASP-150,6218.0,1.651,1.394,4.147
Kepler-230,5588.0,0.817,0.784,4.551
HD 11506,6123.0,1.24,1.22,4.39
Kepler-1880,4380.0,0.53,0.524,4.71
HD 9174,5577.0,1.67,1.03,4.03
Kepler-149,5381.0,0.953,1.013,4.465
GJ 4274,3228.0,0.19,0.18,5.26
Kepler-523,5515.0,0.86,0.93,4.54
GJ 724,3799.0,0.52226,0.5271,4.88
TOI-1994,7700.0,2.3,1.86,3.982
TOI-3682,5703.0,1.735,1.32,4.077
Kepler-896,5510.0,0.803,0.877,4.572
HD 34445,5836.0,1.38,1.07,4.21
TOI-1842,6039.0,2.032,1.4643,3.986
Kepler-385,6326.0,1.126,0.992,4.412
TOI-4588,7746.12,1.57458,2.018,4.1006
Kepler-1715,6212.0,1.209,1.082,4.309
HD 151450,6091.98,1.17184,1.14,4.35724
Kepler-1885,5591.0,0.86,0.977,4.559
HD 27631,5737.0,0.923,0.944,4.455
Kepler-635,6174.0,1.51,1.33,4.2
TOI-1803,4687.0,0.715,0.756,4.62
HD 204313,5767.0,1.1,1.03,4.37
HD 141399,5600.0,1.387236,1.07,4.28
Kepler-83,4648.0,0.594,0.58,4.718
Kepler-31,6340.0,1.22,1.21,4.696
Kepler-143,5848.0,1.359,0.982,4.202
HD 108341,5122.0,0.79,0.843,4.45
Kepler-1116,5641.0,0.93,0.95,4.48
ups Leo,4836.0,11.22,1.48,2.46
Kepler-342,6175.0,1.472,1.213,4.187
Kepler-58,5843.0,1.03,0.95,4.39
HD 238914,4769.0,12.73,1.47,2.37
TOI-3693,5321.0,0.791,0.867,4.581
TOI-2537,4870.0,0.771,0.771,4.551
Kepler-622,4201.0,0.61,0.64,4.67
TOI-1408,6117.0,1.53,1.312,4.1
Kepler-227,5854.0,1.091,0.954,4.401
HD 165131,5870.0,1.06419,1.06,4.39
Kepler-1268,5904.0,1.09,1.06,4.38
K2-47,5054.0,0.76,0.75,4.544
Kepler-44,5800.0,1.35,1.12,4.22
Kepler-1535,6021.0,1.11,1.08,4.38
K2-266,4285.0,0.703,0.686,4.581
Kepler-1460,4422.0,0.67,0.7,4.64
TOI-2346,6480.0,1.38,1.271,4.265
Kepler-260,5250.0,0.862,1.013,4.494
Kepler-41,5750.0,1.29,1.15,4.278
Kepler-94,4781.0,0.76,0.81,4.59
HAT-P-37,5500.0,0.877,0.929,4.52
Kepler-478,5210.0,0.8,0.85,4.56
Kepler-1015,6769.0,1.81,1.49,4.09
Kepler-1789,5436.0,0.888,0.92,4.505
TOI-6564,5943.0,1.7,1.18,4.04
HD 133131 B,5805.0,0.989538,0.93,4.41
GJ 2030,5485.0,2.24104,0.96,3.71944
Kepler-19,5544.0,0.859,0.936,4.51
HD 79181,4862.0,11.06,1.28,2.45
HD 85390,5186.0,0.8,0.758,4.41
Kepler-1727,5349.0,0.82,0.824,4.526
TOI-1238,4089.0,0.58,0.59,4.63
Kapteyn,3550.0,0.291,0.281,4.92351
Kepler-1218,5986.0,1.1,1.06,4.38
HD 27894,4875.0,0.891767,0.81,4.22
Kepler-1541,5282.0,0.81,0.86,4.56
Kepler-531,4893.0,0.75,0.78,4.58
Kepler-727,5441.0,0.86,0.89,4.53
KELT-3,6304.0,1.7,1.96,4.2
Kepler-892,4747.0,0.72,0.75,4.61
Kepler-1891,5516.0,0.827,0.873,4.544
TOI-201,6423.0,1.31,1.32,4.318
Kepler-876,5060.0,0.77,0.81,4.58
HD 81040,5755.0,0.91,0.99,4.54
Kepler-1456,4231.0,0.62,0.64,4.67
GJ 1252,3458.0,0.391,0.381,4.83
Kepler-357,5036.0,0.834,0.794,4.503
Kepler-224,5018.0,0.676,0.777,4.639
Kepler-1366,4070.0,0.6,0.62,4.68
Kepler-23,5828.0,1.548,1.078,4.09
Kepler-1510,6200.0,1.28,1.19,4.29
TOI-2196,5634.0,1.043,1.032,4.42
Kepler-1814,4922.0,0.823,0.79,4.505
HD 66428,5716.0,1.13,1.01,4.33
HIP 8923,5980.0,1.32164,1.01,4.22115
TOI-1411,4115.0,0.614,0.6045,4.64
Kepler-1004,4972.0,3.39,1.11,3.43
TYC 4282-00605-1,4300.0,16.21,0.97,2.0
Kepler-165,5211.0,0.77,0.746,4.542
Kepler-1500,5845.0,1.0,1.0,4.44
Kepler-1911,5721.0,0.972,0.954,4.442
Kepler-371,5666.0,0.992,0.876,4.39
TOI-3023,5760.0,1.668,1.12,4.048
Kepler-46,5309.0,0.79,0.883,4.583
HD 13167,5671.0,2.39,1.35,3.72
HD 148164,6032.0,1.34,1.21,4.1581
HD 207832,5726.0,0.89,1.05,4.48
Kepler-1598,5940.0,1.09,1.07,4.39
K2-224,5620.0,0.84,0.91,4.55
Kepler-256,5551.0,1.301,1.037,4.223
Kepler-1066,5762.0,0.98,0.98,4.45
Kepler-1464,5828.0,1.01,1.02,4.44
HD 187085,6117.0,1.27,1.189,4.279
Kepler-262,5841.0,0.881,0.816,4.541
TOI-1811,4766.0,0.769,0.817,4.579
Kepler-1012,5556.0,0.91,0.95,4.5
Kepler-1221,5194.0,0.82,0.87,4.55
TIC 393818343,5756.0,1.086,1.082,4.402
Kepler-805,6112.0,1.65,1.19,4.08
Kepler-363,5593.0,1.485,1.226,4.152
17 Sco,4157.0,25.92,1.22,1.7
TOI-733,5585.0,0.949,0.956,4.47
Kepler-114,4660.0,0.54,0.56,4.72
Kepler-264,6158.0,1.55,1.426,4.147
Kepler-1084,6113.0,1.28,1.12,4.27
Kepler-1242,4895.0,0.74,0.77,4.6
Kepler-319,5526.0,0.903,0.933,4.487
Kepler-85,5436.0,0.893,0.947,4.494
K2-214,5875.0,1.236,1.03,4.28
HD 93385,5977.0,1.18484,1.04,4.42
TOI-2257,3430.0,0.313,0.328,4.971
Kepler-1802,4245.0,0.637,0.649,4.641
TOI-469,5289.0,0.98,0.901,4.39
Kepler-1437,5557.0,0.9,0.93,4.51
Kepler-1099,5837.0,1.0,1.01,4.45
Kepler-87,5600.0,1.82,1.1,3.96
TOI-3980,5840.0,1.626,1.24,4.106
Kepler-330,5117.0,0.722,0.848,4.636
Kepler-226,5571.0,0.802,0.904,4.586
BD+03 2562,4095.0,32.35,1.14,1.89
Kepler-587,5549.0,0.89,0.92,4.51
Kepler-154,5769.0,0.98,0.98,4.45
Kepler-279,6689.45,1.43,1.164,4.12
K2-197,5667.0,0.93,1.0,4.5
HD 28192,5919.87,1.07094,1.08,4.41196
Kepler-20,5495.0,0.9639,0.948,4.446
TYC 3667-1280-1,5130.0,6.26,1.87,3.11
Kepler-215,5739.0,1.027,0.788,4.364
Kepler-1172,5558.0,0.89,0.92,4.51
Kepler-195,5329.0,0.775,0.867,4.603
K2-240,3810.0,0.54,0.58,4.7
HD 190228,5360.0,2.58658,1.415,4.02
Kepler-442,4402.0,0.598,0.609,4.673
Kepler-1495,5831.0,1.04,1.03,4.42
HD 164509,5859.0,1.11,1.12,4.44
TOI-815,4869.0,0.77,0.776,4.51
Kepler-232,5847.0,0.968,0.97,4.495
HD 141399,5600.0,1.387236,1.07,4.28
Kepler-159,4625.0,0.663,0.628,4.653
HIP 67851,4840.0,5.45,1.28,3.11
KOI-3680,5830.0,0.96,1.01,4.473
Kepler-1463,5679.0,0.95,0.96,4.47
Kepler-712,5148.0,0.78,0.84,4.58
Kepler-1983,5135.0,0.874,0.812,4.464
HATS-36,5950.0,1.1,1.1,4.4
GJ 3138,3717.0,0.5,0.681,4.62872
HIP 57274,4510.0,0.78,0.29,4.11
Kepler-55,4362.0,0.58,0.62,4.7
Kepler-158,4623.0,0.624,0.655,4.66
Kepler-1926,5256.0,0.832,0.768,4.483
TOI-2154,6280.0,1.396,1.233,4.239
HD 116029,4819.0,4.89,0.83,2.98
K2-42,4613.0,0.643,0.702,4.659
TOI-4666,3793.0,0.585,0.576,4.664
K2-32,5271.0,0.86,0.83,4.49
Kepler-1532,5559.0,0.88,0.91,4.51
K2-81,4674.13,0.634663,0.745273,4.668
WASP-160 B,5298.0,0.868,0.87,4.49546
Wolf 1069,3158.0,0.1813,0.167,4.93
TrES-3,5650.0,0.829,0.928,4.4
Kepler-1130,5450.0,0.842,0.944,4.563
HD 5608,4807.0,5.43,1.29,3.06
HIP 39017,7201.0,1.51987,1.52,4.28128
TOI-5027,5909.0,0.92,1.02,4.517
WASP-138,6272.0,1.36,1.22,4.25
Kepler-1185,5622.0,0.87,0.96,4.54
BD-06 1339,4324.0,0.686355,0.7,4.74
TOI-5181 A,6060.0,1.53,1.25,4.163
Kepler-599,5127.0,0.79,0.83,4.57
Kepler-1033,5547.0,0.92,0.94,4.49
TOI-1772,5583.0,0.995,0.99,4.44
HD 37124,5698.64,0.949168,0.85,4.391203
Kepler-730,5620.0,1.411,1.047,4.162
Kepler-158,4895.97,0.668,0.656,4.62
Kepler-513,5849.0,1.06,1.02,4.39
Kepler-1520,4677.0,0.71,0.76,4.61
GJ 3293,3466.0,0.404,0.42,4.78125
TOI-1180,4738.0,0.73,0.75,4.587
TOI-4994,5640.0,1.055,1.005,4.393
Kepler-782,5867.0,1.01,0.98,4.42
Kepler-63,5576.0,0.901,0.984,4.52
Kepler-132,6003.0,1.178,0.929,4.31
Kepler-529,6087.0,1.14,1.07,4.35
11 UMi,4213.0,29.79,2.78,1.93
Kepler-60,5905.0,1.257,1.041,4.26
Kepler-330,5117.0,0.722,0.848,4.636
Kepler-243,5228.0,0.842,0.904,4.565
TOI-1452,3185.0,0.275,0.249,4.95
Kepler-264,6158.0,1.55,1.426,4.147
Kepler-110,5960.0,1.149,0.989,4.327
Kepler-809,5734.0,0.98,0.99,4.45
Kepler-301,5815.0,0.9,1.022,4.525
Kepler-1614,5121.0,0.76,0.79,4.58
HD 136925,5773.19,1.193078,0.875104,4.226014
Kepler-1296,5359.0,0.83,0.87,4.55
Kepler-1114,5374.0,0.83,0.87,4.55
K2-240,3810.0,0.54,0.58,4.7
Kepler-210,4559.0,0.65,0.77,4.663
Kepler-306,4954.0,0.719,0.75,4.611
CoRoT-20,5880.0,1.02,1.14,4.35
WASP-95,5830.0,1.23,1.46,4.36
Kepler-162,5816.0,0.958,1.053,4.436
Kepler-1848,4847.0,0.737,0.756,4.581
K2-187,5438.0,0.83,0.966999,4.6
TOI-375,5259.9,2.9,1.441,3.672
Kepler-197,6004.0,1.12,0.857,4.304
HAT-P-68,4508.0,0.6701,0.6785,4.615
KIC 9663113,6065.0,1.03,0.98,4.42
K2-248,5528.0,0.92,0.88,4.45
HAT-P-58,6078.0,1.53,1.031,4.082
Kepler-1315,4818.0,0.856,0.809,4.481
Kepler-169,4997.0,0.763,0.825,4.582
Kepler-1698,4975.03,0.741698,0.822,4.61249
Kepler-383,4710.0,0.672,0.669,4.624
HD 32518,4580.0,10.22,1.13,2.1
NGTS-12,5690.0,1.589,1.021,4.045
Kepler-933,5346.0,0.84,0.87,4.54
Kepler-1240,5682.0,0.96,0.98,4.47
Kepler-1119,6083.0,1.17,1.11,4.35
TOI-5005,5749.0,0.93,0.97,4.43
TOI-5319,3580.0,0.485,0.5,4.5
WASP-21,5800.0,1.06,1.01,4.277
Kepler-991,4392.0,0.61,0.64,4.67
HD 148156,6308.0,1.21,1.22,4.56
Kepler-79,6389.0,1.316,1.244,4.274
HD 4208,5717.0,0.846,0.883,4.501
Kepler-411,4974.0,0.82,0.87,4.6
HD 188015,5746.0,1.125296,1.09,4.445
GJ 687,3413.0,0.4183,0.4,4.85936
HD 221416,5080.0,2.943,1.212,3.584
HATS-57,5587.0,0.96,1.026,4.484
HD 48948,4593.0,0.679,0.686,4.61
Kepler-390,5166.0,0.776,0.787,4.569
Kepler-603,5808.0,1.01,1.01,4.43
HD 45652,5294.0,0.94,0.92,4.2
Kepler-332,4955.0,0.72,0.743,4.611
Kepler-508,6025.0,1.25,1.16,4.3
HD 191939,5348.0,0.94,0.81,4.3
WASP-31,6302.0,1.252,1.163,4.308
TOI-2368,5360.0,0.846,0.897,4.538
K2-413,4116.0,0.7,0.808,4.656
Kepler-43,6041.0,1.42,1.32,4.26
KOI-55,27730.0,0.203,0.496,5.52
KOI-351,6031.13,1.185,1.242,4.27
TOI-3331 A,5609.0,0.952,1.016,4.487
WASP-85 A,6112.0,0.935,1.09,4.48
YZ Cet,3151.0,0.157,0.142,5.17
HD 222237,4751.0,0.71,0.76,4.61
HD 99492,4929.0,0.822539,0.85,4.57
Kepler-251,5526.0,0.89,0.891,4.486
WASP-195,6300.0,1.578,1.3,4.14
Kepler-359,6248.0,1.086,0.827,4.429
Kepler-830,6037.0,1.11,1.07,4.38
Kepler-672,5627.0,0.92,0.95,4.5
Kepler-198,5574.0,0.94,0.995,4.467
Kepler-444,5046.0,0.752,0.758,4.5625
Kepler-575,5710.0,0.95,0.97,4.47
Kepler-1131,5851.0,1.04,1.03,4.42
Kepler-808,4653.0,0.71,0.76,4.62
LHS 1903,3664.0,0.539,0.538,4.75
DMPP-6,6182.09,1.27,1.079,4.31374
Kepler-885,6187.0,1.35,1.21,4.26
TOI-286,5152.0,0.78,0.832,4.59
TOI-2081,3800.0,0.534,0.54,4.5
KELT-18,6670.0,1.908,1.524,4.0599
HD 152843,6310.0,1.43,1.15,4.19
HD 26161,6057.62,1.455981,1.12,4.163476
Kepler-1323,6169.0,1.4,1.18,4.21
Kepler-151,5460.0,0.83,0.87,4.555
HIP 14810,5544.0,1.07,1.01,4.32
Kepler-80,4540.0,0.678,0.73,4.639
HD 40307,4956.0,0.716684,0.77,4.47
HD 89345,5576.0,1.747,1.157,4.016
HIP 97166,5216.0,0.8418,0.9342,4.557
HD 25463,6353.0,1.4182,1.251,4.227
TOI-2379,3707.0,0.622,0.645,4.653
HD 96167,5733.0,1.94,1.27,3.99
Kepler-571,5527.0,0.9,0.93,4.51
HR 858,6354.0,1.258,1.204,4.3
Kepler-342,6366.0,1.34,1.26,4.28
Kepler-941,5539.0,0.86,0.89,4.53
TOI-4145 A,5281.0,0.859,0.905,4.526
Kepler-709,5071.0,0.77,0.8,4.58
Kepler-1832,5242.0,0.722,0.684,4.556
HAT-P-54,4390.0,0.617,0.645,4.667
Kepler-306,4954.0,0.719,0.75,4.611
Kepler-690,5913.0,1.16,1.11,4.35
Kepler-974,3584.0,0.45,0.46,4.8
Kepler-1217,5905.0,1.08,1.06,4.4
Kepler-1842,5970.0,1.131,1.057,4.355
Kepler-711,5222.0,0.8,0.84,4.56
TOI-3568,4969.0,0.719,0.78,4.63
K2-280,5500.0,1.28,1.03,4.21
Kepler-1080,5956.0,1.16,1.1,4.35
Kepler-1228,5063.0,0.74,0.78,4.59
Kepler-1203,4105.0,0.61,0.64,4.67
TOI-5786,6235.0,1.36,1.23,4.26
Kepler-1501,6229.0,1.3,1.2,4.28
Kepler-1164,5183.0,0.79,0.85,4.57
TOI-1117,5635.0,1.05,0.97,4.41
Kepler-757,6014.0,1.13,1.08,4.37
GJ 720 A,3837.0,0.56,0.57,4.71
Kepler-1850,4239.0,0.6,0.611,4.667
KOI-1783,5922.0,1.143,1.076,4.3
Kepler-229,5120.0,0.728,0.808,4.633
Gl 686,3656.0,0.427,0.426,4.87
HD 44219,5752.0,1.32,1.2,4.21
Kepler-484,5668.0,0.87,0.96,4.54
Kepler-142,5790.0,1.269,0.978,4.262
HD 72659,5929.0,1.36,1.033,4.23
Kepler-257,5180.0,1.037,0.916,4.36
K2-138,5356.3,0.863,0.935,4.54
TOI-2570,5771.0,1.095,1.063,4.385
Kepler-629,5444.0,0.84,0.93,4.55
Kepler-11,5663.0,1.065,0.961,4.366
HD 179949,6168.0,1.266865,1.21,4.341
kap CrB,4840.0,4.68,1.33,3.2
Kepler-1353,4776.0,0.72,0.76,4.61
Kepler-652,5490.0,0.88,0.97,4.54
Kepler-386,5178.0,0.767,0.825,4.558
NGTS-26,5550.0,1.16,0.96,4.1
Kepler-1502,6666.0,1.72,1.44,4.13
Kepler-1548,5706.0,0.97,0.99,4.46
HD 60532,6245.0,2.57,1.5,3.8
Kepler-175,6064.0,1.01,0.969,4.472
Kepler-1861,5855.0,1.373,1.161,4.227
Kepler-398,4557.0,0.67,0.72,4.64
TOI-2295,5730.0,1.459,1.168,4.176
TOI-663,3681.0,0.512,0.514,4.7266
TOI-6448,5910.0,0.897,1.03,4.51
TOI-1064,4734.0,0.726,0.748,4.6
WASP-101,6380.0,1.31,1.41,4.31
Kepler-987,5637.0,0.91,0.97,4.51
Kepler-385,5829.0,1.157,1.05,4.33259
HD 21520,5871.0,1.044,1.09,4.42
HD 28471,5766.0,1.08,0.98,4.38
Kepler-49,4095.6,0.618,0.607,4.68
Kepler-115,5979.0,1.205,1.042,4.306
ome Ser,4724.0,10.99,1.01,2.37
Kepler-79,6389.0,1.316,1.244,4.274
Kepler-777,4043.0,0.56,0.58,4.71
CoRoT-2,5625.0,0.906,0.96,4.53
TYC 1422-614-1,4806.0,6.85,1.15,2.85
Kepler-265,5835.0,1.103,0.97,4.326
Kepler-1384,4919.0,0.74,0.78,4.6
Kepler-343,5807.0,1.433,1.055,4.184
Kepler-1257,5502.0,0.87,0.9,4.52
HD 94890,4867.0,10.71,1.74,2.6
Kepler-967,5178.0,0.8,0.84,4.56
Kepler-100,5825.0,1.49,1.08,4.125
K2-62,4455.0,0.696,0.67,4.57
HD 104067,4952.0,0.78,0.82,4.56
Kepler-1260,5961.0,1.08,1.06,4.39
Kepler-11,5663.0,1.065,0.961,4.366
Kepler-1960,6371.0,1.072,1.117,4.426
Kepler-1252,5949.0,1.09,1.06,4.38
Kepler-217,6341.0,1.76,1.37,4.08
Kepler-1007,4587.0,0.7,0.73,4.62
Kepler-659,4870.0,0.74,0.79,4.6
HD 12661,5645.0,1.2,1.2,4.36
Kepler-305,5090.0,0.792,0.827,4.57
Kepler-609,5971.0,1.14,1.09,4.36
K2-152,4044.0,0.61,0.63,4.67
K2-75,5995.0,1.56,1.16,4.118
HD 40956,4869.0,8.56,2.0,3.02
GJ 27.1,3542.0,0.518887,0.53,4.72092
Kepler-794,5839.0,1.38,1.19,4.23
Kepler-218,5502.0,1.063,1.019,4.391
TOI-4495,6210.0,1.309,1.247,4.29
Kepler-1666,6293.0,1.14586,1.23,4.40971
Kepler-798,6224.0,1.29,1.19,4.29
TOI-2094,3435.0,0.384,0.425,4.89
Kepler-392,5938.0,1.129,0.874,4.323
TOI-1743,3277.0,0.338,0.339,4.909
HD 183263,5948.0,1.23,1.06,4.37
K2-136,4500.0,0.677,0.742,4.68
HD 107148,5797.0,1.169193,1.12,4.446
Kepler-1514,6145.0,1.289,1.196,4.295
Kepler-1837,5966.0,0.961,1.049,4.493
Kepler-1986,5549.0,0.732,0.776,4.6
Kepler-114,4660.0,0.54,0.56,4.72
Kepler-20,5495.0,0.9164,0.929,4.446
Kepler-1093,6166.0,1.2,1.13,4.33
Kepler-934,5001.0,0.77,0.81,4.59
Kepler-946,5665.0,0.93,0.94,4.47
Kepler-696,5903.0,1.08,1.06,4.39
Kepler-1448,5774.0,0.93,0.95,4.49
TOI-4551,4896.0,3.55,1.31,3.48
Kepler-189,5235.0,0.75,0.803,4.619
K2-43,3840.6,0.542,0.571,4.68275
HD 46375,5285.0,0.914196,0.92,4.533
HD 95872,5312.0,0.84,0.7,4.43
Kepler-1754,4723.0,0.747,0.734,4.557
TIC 4672985,5757.0,1.15,1.01,4.32
K2-100,5945.0,1.24,1.15,4.33
Kepler-1387,5046.0,0.77,0.82,4.58
Kepler-1412,5880.0,1.27,1.06,4.25
K2-80,5441.0,0.87,0.9,4.519
Kepler-1222,5239.0,0.8,0.84,4.56
Kepler-760,5322.0,0.85,0.89,4.54
Kepler-463,5661.0,0.9,0.87,4.47
Kepler-186,3788.0,0.472,0.478,4.77
K2-4,4014.73,0.569359,0.635026,4.849
2MASS J19383260+4603591,29564.0,0.203,0.48,5.508
Kepler-446,3359.0,0.24,0.22,5.03245
TOI-2015,3297.0,0.3273,0.3041,5.04
HAT-P-53,5956.0,1.209,1.093,4.31
HD 22946,6169.0,1.117,1.098,4.47
GJ 328,3897.0,0.63,0.65,4.64
TOI-2529,5802.0,1.7,1.11,4.03
HD 139357,4700.0,11.47,2.69,2.9
TOI-3862,5300.0,0.92,0.9,4.4
KOI-1599,5833.0,0.972,1.02,4.472
Kepler-1687,4132.0,0.726119,0.65,4.52897
Kepler-1346,6133.0,1.21,1.14,4.33
TOI-5799,3452.0,0.321,0.325,4.936
Kepler-187,6105.0,1.287,1.081,4.274
TOI-5082,5670.0,0.93,0.99665,4.5
Kepler-364,6108.0,1.284,1.076,4.273
GJ 3021,5540.0,0.9,0.9,4.7
Kepler-361,6169.0,1.343,1.191,4.254
Kepler-286,5580.0,0.863,0.83,4.495
Kepler-47,5636.0,0.936,0.957,4.492
HD 190984,5988.0,1.53,0.91,4.02
Kepler-1042,4815.0,0.72,0.75,4.61
Kepler-516,7099.0,2.02,1.62,4.04
TOI-1260,4227.0,0.672,0.679,4.57
HD 16141,5757.0,1.48,1.11,4.14
Kepler-1343,5759.0,0.93,0.95,4.48
Kepler-119,5595.0,0.839,0.918,4.567
Kepler-1591,6082.0,1.16,1.1,4.35
HD 103720,5017.0,0.73,0.794,4.43
TOI-564,5640.0,1.088,0.998,4.364
Kepler-1057,5987.0,1.1,1.07,4.38
Kepler-1378,4407.0,0.67,0.7,4.63
TOI-481,5735.0,1.66,1.14,4.06
Kepler-847,4940.0,0.77,0.83,4.58
Kepler-742,4642.0,0.71,0.76,4.62
HD 23472,4684.0,0.71,0.67,4.53
HD 73344,6148.0,1.22,1.19,4.36
Kepler-936,5482.0,0.89,0.92,4.51
TOI-257,6095.0,1.867,1.407,4.044
HD 105618,5671.0,1.27399,1.01,4.23206
TOI-1301,4820.0,0.732,0.77,4.6
K2-208,5500.0,0.872,0.881,4.503
Kepler-616,6004.0,0.977,1.061,4.484
Kepler-1497,5675.0,0.95,0.96,4.47
Kepler-981,5718.0,0.96,0.98,4.47
K2-111,5775.0,1.25,0.84,4.25
Kepler-176,5232.0,0.891,0.86,4.474
Kepler-290,5147.0,0.743,0.756,4.622
TOI-544,4169.0,0.623,0.631,4.68
HD 220842,5960.0,1.41647,1.13,4.24
Kepler-726,5452.0,0.85,0.88,4.53
Kepler-1540,4540.0,0.69,0.74,4.63
Kepler-594,5485.0,0.87,0.91,4.52
Kepler-803,5919.0,1.12,1.05,4.36
Kepler-1732,5821.0,1.494,1.043,4.108
61 Vir,5577.0,0.963,0.942,4.34
HD 156668,4903.69,0.774528,0.785167,4.551151
WASP-126,5800.0,1.27,1.12,4.28
Kepler-225,3682.0,0.48,0.593,4.783
Kepler-143,5848.0,1.359,0.982,4.202
Kepler-269,5847.0,0.959,0.92,4.5
Kepler-1759,5017.0,0.797,0.76,4.516
Kepler-927,5743.0,0.99,0.99,4.45
Kepler-1215,5616.0,0.93,0.95,4.48
Kepler-83,4082.0,0.61,0.66,4.69
Kepler-321,5740.0,1.194,1.024,4.302
K2-212,4349.0,0.678,0.622,4.72
Kepler-1733,6320.0,1.252,1.273,4.347
HIP 14810,5544.0,1.07,1.01,4.32
Kepler-367,4710.0,0.695,0.768,4.631
Kepler-176,5295.0,0.83,0.87,4.55
Kepler-357,5036.0,0.834,0.794,4.503
Kepler-462,7500.0,1.57,1.59,4.22
Kepler-865,5570.0,0.92,0.93,4.49
Kepler-194,6089.0,1.025,0.94,4.415
TOI-763,5450.0,0.897,0.917,4.45
Kepler-1244,6680.0,1.77,1.46,4.1
HD 50499,6102.0,1.351,1.253,4.247
HD 108236,5660.0,0.877,0.869,4.49
Kepler-312,6115.0,1.467,1.314,4.191
HD 20794,5368.0,0.93,0.79,4.39
Proxima Cen,2900.0,0.141,0.1221,5.16372
Kepler-374,5977.0,0.911,1.033,4.479
Kepler-744,5594.0,0.93,0.94,4.48
Kepler-1761,3871.0,0.532,0.573,4.744
K2-48,4899.0,0.73,0.77,4.603
GJ 143,4640.0,0.695,0.73,4.613
Kepler-1282,5504.0,0.89,0.92,4.51
Qatar-6,5052.0,0.722,0.822,4.636
Kepler-1595,5203.0,0.8,0.84,4.56
HD 68988,5883.41,1.255733,1.171665,4.309234
Kepler-1479,5796.0,0.98,0.99,4.45
KOI-984,5295.0,0.818,0.928,4.54
HD 99109,5282.0,0.98,0.76,4.34
HD 22532,5038.0,5.69,1.57,3.09
Kepler-194,6089.0,1.025,0.94,4.415
Kepler-157,5866.0,1.03,1.02,4.42
HD 70573,5737.0,0.976919,1.0,4.59
Kepler-1418,4770.0,0.72,0.77,4.61
HD 115404 A,5019.17,0.727007,0.83,4.63407
LHS 3154,2861.0,0.1405,0.1118,5.20031
Kepler-344,5774.0,0.976,0.931,4.451
